Blog_ID,Blogger_Name,Blog_Title,Destination,Days_to_Plan,Blog_Post_Date,Average_Blog_Rating,Trip_Cost_Saved($),Readers_Count,Helpfulness_Score,Blog_Length(Words),Transportation_Mode,Average_Trip_Duration(Days),Traveler_Age_Group,Blog_Category,Likes_Count,Comments_Count,Average_Time_Spent_Reading(Minutes),Country,Traveler_Economy_Status($),Video_Blogging,User_Planned_Trip
143,Victoria Brown,Purpose price wait something.,Carrillomouth,18,2020-07-26,2.62,419.09,1976,5.79,2381,Car,7,46-60,Budget,857,223,27,Mongolia,713189.25,Yes,No
144,Brandon Thomas,Research happen simple hope people management.,West Sherriville,10,2022-08-22,4.5,59.32,3200,6.35,2361,Bicycle,12,36-45,Romantic,343,203,16,Albania,883599.12,Yes,Yes
145,Joseph Christensen,Ten theory change option television hotel.,New Angelicamouth,5,2023-06-04,1.31,276.8,2380,7,1160,Bicycle,3,60+,Budget,251,453,17,Faroe Islands,18529.13,Yes,Yes
146,Joshua Morales,Herself wind every real south go without.,East Kellymouth,1,2021-05-19,2.05,174.24,3945,8.83,2368,Bus,9,46-60,Family,1311,18,23,Antarctica (the territory South of 60 deg S),210498.68,No,Yes
147,Jordan Larsen,Class amount attorney.,Johnmouth,1,2023-01-08,2.25,286.55,420,6.62,1676,Bicycle,3,46-60,Adventure,628,496,23,Guatemala,311110.17,No,No
148,Lisa Rodriguez,Risk above employee popular food.,Claytonmouth,14,2021-11-22,4.05,438.22,1301,1.46,1196,Flight,13,36-45,Budget,712,416,5,Barbados,303644.81,No,Yes
149,Joshua Wagner,Would prove face hour.,Lake John,7,2022-10-07,2.48,90.45,1936,2.53,2791,Train,9,36-45,Budget,433,349,12,Mexico,594516.46,No,Yes
150,Cynthia Wolf,Nature item almost set.,New Maureen,9,2023-03-26,1.38,267.47,3091,3.65,2378,Bus,5,46-60,Family,870,476,20,Tanzania,788128.41,Yes,Yes
151,Zachary Watts,Animal set voice me.,North Jamietown,13,2024-04-30,4.45,80.32,3241,7.42,2979,Bicycle,7,46-60,Adventure,406,343,24,Nigeria,294039.6,Yes,Yes
152,Elizabeth Wright,Reflect task relate environmental.,Gabrielland,6,2021-05-13,4.36,374.71,4377,1.65,1936,Bus,10,18-25,Cultural,1753,200,25,Anguilla,618137.58,Yes,Yes
153,Rebecca Keith,Analysis north choice good short evening arrive spend.,East Anthony,1,2020-09-10,4.08,174.83,1014,3.91,2844,Flight,11,36-45,Romantic,1861,486,27,Brunei Darussalam,100290.84,Yes,No
154,Dr. Joseph Lara,Heavy beat recent anything mind.,East Jeffreyhaven,17,2024-07-15,4.79,105.75,559,3.61,1751,Bicycle,4,18-25,Family,1554,455,10,Antigua and Barbuda,731884.93,No,No
155,Jodi Martin,Truth information design mouth different.,New Patriciaton,2,2021-02-26,4.88,386.28,718,5.5,1891,Train,4,18-25,Adventure,1162,42,4,Tunisia,160948.81,Yes,Yes
156,Anthony Barnes,Great owner kitchen attention college general.,East Margaret,7,2024-08-26,3.65,449.19,2769,7.48,805,Bus,3,60+,Budget,1296,242,16,Mali,806243.45,No,Yes
157,Mitchell Torres,Remain notice crime back focus.,Catherinebury,20,2024-03-12,4.85,269.32,1317,7.3,1492,Train,6,36-45,Luxury,696,4,8,Argentina,617393.56,Yes,Yes
158,Danielle Haynes,Various too specific sit memory past.,South Jessica,17,2024-09-09,3.47,273.12,1450,1.93,1083,Flight,7,46-60,Adventure,906,339,10,Austria,481270.31,No,Yes
159,Charles Ayers,Major him three image.,New Benjaminview,5,2024-06-06,2.31,131.49,3834,2.84,2662,Train,13,60+,Cultural,283,437,25,Romania,940590.93,Yes,Yes
160,Julie Anderson,Return budget happy force care.,West Vickie,17,2021-05-23,2.95,407.11,572,7.04,940,Train,6,36-45,Luxury,1888,54,18,Algeria,450452.83,Yes,Yes
161,Jonathan Anderson,Various onto rest.,Greerburgh,19,2021-05-04,4.18,201.22,1082,9.45,2386,Train,8,36-45,Romantic,79,232,23,Marshall Islands,872271.79,No,No
162,Courtney Jimenez,Available bad end responsibility.,Alexanderview,16,2021-05-24,4.31,141.44,2391,8.9,2580,Bicycle,10,36-45,Luxury,1401,258,8,Swaziland,969293.35,Yes,Yes
163,Devin Fischer,Culture recently goal government.,New Michellechester,9,2020-08-21,3.14,191.9,2199,5.42,604,Bus,9,36-45,Romantic,1963,285,18,Libyan Arab Jamahiriya,154040.78,Yes,No
164,Elizabeth Williams,Election member none we.,Ericksonberg,17,2023-02-02,2.73,196.81,4399,9.95,1355,Car,7,46-60,Romantic,292,490,22,Bulgaria,961452.67,Yes,Yes
165,Hannah Moreno,Measure quite best fast third miss.,Kaylaborough,7,2023-02-08,1.05,367.19,2062,7.65,2857,Flight,6,18-25,Cultural,572,355,5,Russian Federation,268598.8,No,No
166,Amber Perry,Late ability eight mention.,Joseshire,14,2021-09-10,4.37,73.2,3240,5.2,1374,Car,8,60+,Cultural,1481,23,18,British Virgin Islands,629895.28,Yes,Yes
167,Dr. Sarah Hall MD,Moment mission particularly once board reality.,Lake Robert,3,2022-01-11,2.04,110.31,2357,4.03,2708,Car,3,26-35,Cultural,1129,266,12,United Kingdom,273583.4,No,Yes
168,Nicholas Martinez,Buy exist most total live.,Phillipsland,9,2024-06-02,3.73,208.38,3917,1.22,1652,Bicycle,7,26-35,Adventure,1003,176,5,Colombia,107665.98,Yes,Yes
169,Janice Bailey,Fund word project operation firm land.,Julianville,20,2022-09-19,2.41,439.91,1977,7.58,490,Bicycle,14,18-25,Family,1420,176,28,Chile,50469.64,No,Yes
170,Kathryn Gray,Seat however break road perhaps more.,Port Stephen,18,2021-04-01,1,218.08,3472,1.73,641,Bicycle,4,26-35,Romantic,779,102,14,Kuwait,361792.57,Yes,Yes
171,Taylor Lopez,Section institution service night unit.,South Andrea,2,2021-02-24,4.33,320.51,3482,9.61,352,Train,3,46-60,Family,346,25,22,Belarus,93250.24,No,Yes
172,Katie Willis,Our here report he later hand training cell.,New Christopherside,7,2024-08-10,1.21,110.66,1351,4.04,625,Flight,3,46-60,Budget,805,451,15,Sri Lanka,235195.28,Yes,Yes
173,Patrick Hutchinson,Free third course item.,Juarezbury,3,2021-02-13,1.24,461.65,3132,5.19,2667,Bicycle,10,26-35,Budget,1359,321,4,Brunei Darussalam,904124.25,Yes,Yes
174,Ashley Moore,Seem how artist page base.,New Tina,6,2020-10-03,1.1,171.06,639,6.5,2000,Bicycle,11,26-35,Cultural,794,7,20,Guam,977878.46,Yes,Yes
175,Scott Ortiz,Local whatever through us ability.,Gutierrezville,14,2021-07-22,1.25,489.9,3585,3.57,1935,Train,7,26-35,Cultural,1657,312,15,Svalbard & Jan Mayen Islands,783010.79,No,No
176,Joseph Lee,Bit including model try.,Christianfort,3,2023-09-04,3.7,94.49,1370,1.93,621,Bus,13,46-60,Adventure,361,151,9,Nigeria,713452.05,No,Yes
177,Samuel Wilcox,Sport result serve dark theory.,North Elizabeth,14,2021-06-05,3.99,56.32,3265,4.23,2156,Bus,11,36-45,Family,1867,28,6,Iraq,566928.39,Yes,Yes
178,Philip Clay MD,Same while cultural community.,Port Jasonland,2,2020-09-14,1.65,440.21,693,4.22,809,Bicycle,11,46-60,Romantic,73,463,16,Haiti,684130.49,No,Yes
179,Jonathan Richardson,Who hundred responsibility statement speak trouble.,Williamsside,9,2020-10-13,4.3,436.01,3490,9.95,1071,Bus,6,18-25,Family,750,91,12,Saint Martin,235087.43,Yes,Yes
180,Luke Allen,Per rich Democrat.,New Richardbury,17,2022-01-05,4.01,85.08,1566,7.17,2381,Flight,9,36-45,Cultural,1085,170,18,Georgia,208369.1,Yes,No
181,Kristine Rios,Reach however push challenge commercial let.,Gonzalezville,14,2023-03-13,3.65,383.33,1010,3.99,2685,Bus,10,26-35,Adventure,1517,195,4,Trinidad and Tobago,302077.06,Yes,Yes
182,Leslie Ramos,Rule knowledge value last feeling fine mention.,Jameston,2,2021-01-18,3.86,93.49,2834,4.07,2848,Bus,4,26-35,Luxury,768,269,21,Russian Federation,399057.33,Yes,Yes
183,Leah Pearson,Guy program analysis his address three military with.,North Stanley,17,2023-08-26,4.57,83.62,1700,3.49,1669,Bus,9,36-45,Family,1513,293,3,Switzerland,24423.43,Yes,Yes
184,Deanna Thompson,Training unit term although visit point others.,East Aaronport,8,2024-01-15,2.31,65.93,2521,5.3,1184,Car,4,18-25,Cultural,493,338,15,Sudan,494469.86,Yes,No
185,Thomas Campbell,Stop difficult mean suggest order smile business.,Christinatown,4,2020-02-12,1.1,269.99,1347,6.3,609,Bicycle,4,26-35,Solo,680,211,19,Dominican Republic,241600.14,No,Yes
186,Elizabeth Casey,Form out entire class.,Schmidtchester,1,2022-06-06,4.71,226.83,3486,8.41,2726,Car,5,26-35,Adventure,564,445,18,Gibraltar,969445.12,No,No
187,Lauren Johnson,Him tough individual them night.,East Nicolemouth,13,2024-08-12,2.37,262.93,3947,2.82,1234,Train,13,46-60,Budget,703,472,11,Reunion,981584.41,No,Yes
188,Steven Frank,When election learn.,Josephhaven,9,2020-02-27,1.27,211.77,4702,7.37,1213,Bicycle,3,46-60,Family,286,9,27,Turkmenistan,343431,Yes,Yes
189,Lisa Hahn,Good offer hot remain nature than business.,Nicoletown,12,2020-12-22,2.5,453.42,1345,5.12,1641,Flight,7,36-45,Solo,1930,368,28,Barbados,744721.6,Yes,Yes
190,Kelly Knight,Culture which important about few voice.,New Brendatown,19,2022-11-12,4.29,457.64,2037,4.46,2160,Train,5,60+,Cultural,1969,493,3,Aruba,823170.59,Yes,Yes
191,Wanda Hernandez,See able nation rich both.,Matthewborough,5,2022-03-06,1.1,342.25,4126,8.7,1338,Train,7,36-45,Luxury,1262,171,11,Gabon,3904.29,Yes,Yes
192,James Parker,Responsibility full part treatment recently sister doctor black.,Johnsonbury,5,2021-06-02,2.16,325.37,1597,7.91,2071,Car,8,36-45,Adventure,31,162,20,Cameroon,560299.11,No,Yes
193,Ann Williams,Movement realize teacher.,Port Steven,14,2021-11-03,2.32,241.82,2542,7.2,1308,Bus,6,18-25,Luxury,1782,195,18,Panama,542477.99,Yes,Yes
194,Jason Stewart,Food factor practice certain real south bag.,Gamblemouth,2,2022-08-28,4.02,326.32,2256,2.08,2885,Train,9,18-25,Family,1155,17,27,Dominica,711875.66,Yes,Yes
195,Tom Moore,Poor between the yourself answer drug skill.,Jessicaburgh,5,2020-11-19,2.74,439.08,109,4.75,1771,Car,3,60+,Family,1335,213,13,Angola,611198.16,Yes,Yes
196,Angela Johnson,Sense water fine case.,East Lauren,18,2024-05-22,3.36,372.56,3720,8.17,581,Flight,5,46-60,Budget,174,417,26,Madagascar,365725.26,Yes,Yes
197,Valerie Green,Contain pull point will church pattern role.,Palmerland,10,2023-08-12,2.66,455,466,5.81,2047,Car,13,18-25,Adventure,1367,365,17,French Guiana,478716.07,Yes,Yes
198,Joseph Hicks,Agent science able set usually space.,Lake Victoriaborough,2,2022-09-09,2.94,430.77,3367,4.49,2893,Train,11,46-60,Solo,317,364,27,Equatorial Guinea,326939.46,No,No
199,Alex Morrow,Walk admit or product source feeling task.,Port Christopherberg,5,2020-02-29,2.9,260.26,2703,4.22,1044,Car,5,60+,Budget,1023,438,18,Netherlands,348690.48,No,Yes
200,Colleen King,Rock street ten certain result skill.,South Robertton,16,2022-11-23,1.19,176.51,2256,3.49,1930,Train,13,36-45,Family,977,411,6,Libyan Arab Jamahiriya,31287.42,No,Yes
201,Thomas Stevens,Outside short never yes summer tend focus sometimes.,Nixonland,6,2023-07-06,1.18,413.49,3489,2.58,1418,Car,14,26-35,Family,128,222,25,Armenia,70515.49,Yes,Yes
202,Michael Morgan,Ready party in behind upon budget much.,East Samuelview,9,2022-09-11,4.56,410.71,933,5.75,2910,Car,5,36-45,Budget,1626,439,16,Albania,528363.95,Yes,Yes
203,Megan Benson,It Mr common tree probably.,North Craig,15,2021-02-04,2.4,270.48,1786,5.1,2570,Car,8,60+,Budget,57,327,5,Bermuda,615663.53,No,No
204,William Fisher,Ask tonight better hold newspaper ball.,Port Dylanfort,11,2022-01-17,4.27,376.27,4631,7.91,1568,Train,12,60+,Family,1239,292,6,Estonia,670924.01,Yes,Yes
205,Stacy Marsh,Door than we exactly fish big discussion herself.,Williamsport,20,2020-02-29,2.5,425.11,4307,7.55,911,Car,14,18-25,Cultural,984,215,5,American Samoa,867636.74,Yes,Yes
206,Terry Santos,Everyone pattern miss necessary treat free.,Katherinehaven,16,2021-05-09,2.21,223.25,2506,4.93,902,Train,8,60+,Romantic,1780,409,2,Solomon Islands,569482.38,Yes,Yes
207,Brittany Rivera,Glass during election should forget.,East Tiffany,4,2021-12-30,4.18,291.98,2796,6.46,2812,Flight,4,46-60,Luxury,1236,4,21,Mexico,651312.06,No,Yes
208,Tyler Myers,The grow describe.,Lake Adamfort,3,2021-07-02,4.55,495.55,1644,7.48,1653,Bus,8,18-25,Family,115,323,23,Svalbard & Jan Mayen Islands,670383.33,Yes,Yes
209,Olivia James,As toward body anyone skill.,North Lacey,8,2020-07-30,3.13,495.92,3905,2.41,2127,Flight,3,46-60,Cultural,808,147,14,Nepal,162344.88,No,Yes
210,Adam Wilson,End design million.,East Kennethhaven,1,2020-12-02,3.68,217.13,912,2.53,1465,Flight,9,60+,Luxury,755,482,11,Saint Helena,903524.57,Yes,Yes
211,Thomas Clark,Lose research water left section.,Alvinstad,19,2020-03-25,2.49,53.21,2828,6.95,2786,Car,7,36-45,Budget,1078,408,17,Austria,231721.68,Yes,Yes
212,Eileen Wall,Chair around foot mention.,East Rick,9,2021-04-26,2.79,424.65,1286,7.62,1889,Car,11,60+,Adventure,1569,426,2,Panama,688685.02,No,Yes
213,Juan Jones,Fill friend should station.,Lake Amyton,6,2023-09-03,1.61,393.34,1113,4.34,965,Flight,3,26-35,Adventure,358,64,3,Guatemala,397163.28,No,Yes
214,Bradley Perez,Food your picture certain.,Isaiahburgh,3,2023-12-29,1.97,458.83,4433,8.45,835,Flight,4,18-25,Romantic,1388,445,12,Angola,489113.06,Yes,Yes
215,Cynthia Wright,Financial writer agreement final one.,Amyhaven,6,2022-04-12,4.34,308.73,1610,5.43,2366,Flight,14,18-25,Luxury,654,265,11,Bermuda,364066.43,No,Yes
216,Jenna Thomas,Say clearly shoulder so culture administration central apply.,Brianland,7,2021-09-30,1.89,325.94,4545,5.94,1512,Flight,4,36-45,Solo,342,298,8,Qatar,312841.42,Yes,No
217,Randall Buchanan,Bag believe physical bring heart executive dog.,East Matthewburgh,12,2020-06-08,2.15,61.44,580,4.62,496,Train,9,60+,Cultural,1775,77,6,Senegal,345469.67,Yes,Yes
218,John Reese,Community around back partner player.,New Frederickmouth,6,2024-03-25,2.96,190.71,1307,1.31,393,Train,13,60+,Romantic,1345,328,2,Malawi,718048.75,No,Yes
219,Jessica Jackson,Cause total star history shake break of.,Kellyberg,20,2020-06-25,4.13,238.01,1112,8.97,751,Bus,9,18-25,Solo,1608,91,13,Turkey,415677.45,No,Yes
220,Sean Jones,One spring maintain particular out ago finish.,Johnsonside,13,2020-03-20,3.94,431.59,4684,9.87,2980,Train,8,46-60,Solo,1752,272,8,Namibia,176000.8,Yes,Yes
221,Kevin Fowler,Cup town contain end Mrs finish next.,Port Mariefort,13,2023-04-22,4.44,293,1917,8.48,2864,Flight,14,60+,Budget,260,406,2,Tunisia,673547.45,Yes,Yes
222,Steve Hansen,Produce tree many quickly remember approach movie.,Deniseport,17,2020-03-17,3,66.01,1488,6.51,1691,Car,7,26-35,Family,780,71,21,United States Virgin Islands,549634.29,No,Yes
223,Eduardo Perkins,Service summer yet voice myself thing.,Sparksshire,14,2024-06-30,3.92,368.52,1026,1.52,2651,Train,11,18-25,Family,1765,61,26,Turkmenistan,773104.34,No,Yes
224,Kevin Jackson,Color boy four only.,West Jessica,9,2022-05-10,4.96,152.2,2371,5.16,1935,Train,7,60+,Luxury,1295,225,22,Sri Lanka,836120.2,Yes,No
225,Scott Campbell,Director sea field interview know throughout they travel.,Mariafort,3,2023-05-09,1.21,81.21,1945,6.78,1434,Flight,7,36-45,Budget,330,189,9,Cuba,764855.99,Yes,Yes
226,Joseph Carson,Against billion imagine school training.,Leonton,12,2024-05-28,3.21,490.76,3801,8.83,515,Bus,8,36-45,Romantic,1368,401,17,Tonga,238225.66,Yes,No
227,Molly Watson,Matter wait return.,Port Larryfort,18,2020-07-11,2.89,291.91,1720,4.35,675,Train,6,18-25,Luxury,1910,457,23,British Indian Ocean Territory (Chagos Archipelago),146176.93,Yes,Yes
228,Holly Barker,Again present boy.,Sheppardfort,13,2020-04-02,4.76,85.84,1285,2.2,1963,Train,13,36-45,Solo,775,327,2,French Southern Territories,647595.53,No,No
229,Nicole Tucker,Study buy response accept.,Amberview,7,2022-04-19,4.17,426.67,2913,2.24,2263,Train,8,18-25,Solo,1115,34,23,Malta,569036.63,Yes,Yes
230,Brittney Hoffman,President west modern list sing visit eye whom.,West Antonio,4,2024-08-27,1.35,377.28,4104,8.69,2560,Bicycle,4,18-25,Cultural,441,87,20,Liechtenstein,526257.13,No,Yes
231,Wendy Miller,State group cause sit year.,South Mary,16,2023-01-21,1.46,130.66,4223,2.84,349,Bicycle,3,46-60,Cultural,1652,257,27,Romania,331095.44,Yes,Yes
232,Michael Price,Organization else woman contain quite hospital.,East Hector,5,2024-08-23,1.09,204.18,1370,3.01,2087,Bicycle,8,26-35,Luxury,440,344,12,Barbados,334117.05,Yes,Yes
233,Christopher Moore,Tree begin hold doctor.,Walkermouth,7,2022-05-11,2.12,283.37,1859,8.1,2290,Flight,13,60+,Adventure,884,95,17,Jordan,708448.14,Yes,No
234,Emily Graves,Exactly movement yard Republican affect break too.,Hughesstad,11,2021-01-20,4.35,489.84,4749,5.55,322,Bicycle,14,26-35,Solo,723,286,11,Korea,933599.38,Yes,Yes
235,Douglas Baldwin,Watch probably result.,Robertsstad,1,2022-05-30,1.9,273.46,581,1.87,1771,Bicycle,6,18-25,Solo,67,223,22,Malawi,339589.29,Yes,Yes
236,Hannah Brown,Than land page nice practice level.,Gonzalezland,8,2023-10-25,1.68,380.91,3047,6.73,1162,Bus,11,18-25,Luxury,380,257,25,United States of America,832131.08,No,Yes
237,Deborah Shea,Candidate citizen dinner issue.,Allenhaven,6,2022-08-10,1.46,236.41,807,4.36,2280,Flight,5,36-45,Cultural,1513,462,7,Slovakia (Slovak Republic),781883.58,Yes,No
238,Elizabeth Blanchard,Response church often person.,West Denise,13,2022-08-31,4.06,382.81,1630,2.78,975,Bicycle,4,36-45,Luxury,1368,438,5,Wallis and Futuna,222539.85,Yes,Yes
239,Anthony Mejia,News field outside us trade Democrat toward guess.,Port Justin,11,2023-12-28,4.43,63.47,3208,9.88,1515,Train,4,60+,Luxury,662,116,23,Mali,424129.41,Yes,Yes
240,Jacob Hughes,Seek simple may outside.,East Michael,18,2023-07-09,4.71,364.59,3799,8.3,2631,Car,6,36-45,Luxury,801,307,20,Andorra,367691.31,Yes,Yes
241,Melissa Watson,Approach sister serious.,Douglasview,16,2023-01-18,3.85,283.75,2778,9.54,737,Bus,3,60+,Romantic,1886,479,26,Singapore,400217.83,Yes,Yes
242,Amy Blanchard,Truth so compare member value sometimes.,New Royville,4,2021-09-20,2.77,57.66,4749,9.06,2721,Bus,10,60+,Luxury,1797,134,7,Mauritius,609108.98,No,Yes
243,Adam Ortiz,Relate popular fire hope collection.,Port Jenniferborough,6,2023-10-11,2.04,93.67,4056,4.24,1129,Car,12,46-60,Cultural,1983,482,11,Uganda,161204.33,No,Yes
244,Madison Davis,Painting region base forward day.,South Jenny,20,2021-07-01,4.67,262.17,2628,5.48,929,Car,7,46-60,Romantic,347,367,3,Uganda,597399.94,Yes,Yes
245,Joshua Evans,Step girl bank large.,South Reginachester,19,2023-09-08,4.88,365,834,4.76,835,Flight,13,36-45,Romantic,1379,296,11,Finland,906690.12,No,Yes
246,Sara Johnson,Sister continue act expert more land.,Blankenshiptown,14,2022-08-01,4.47,495.07,3095,4,329,Flight,7,60+,Solo,214,174,23,Christmas Island,919054.44,Yes,Yes
247,Marco Cole,Another drive pull road even live.,Samanthaside,18,2020-10-14,2.12,343.51,1465,6.45,1822,Bus,10,60+,Family,1498,75,22,India,559748.14,Yes,No
248,Michael Carr,Record above entire month.,Port Jamietown,8,2021-02-01,1.93,181.94,1250,6,1225,Bicycle,3,18-25,Luxury,112,468,5,Mauritius,439201.83,No,Yes
249,Holly Sparks,Money dark career safe.,South Thomasfort,16,2023-09-18,4.19,474.13,504,5.7,1811,Train,5,46-60,Luxury,820,340,15,Cape Verde,603224.51,No,No
250,Elizabeth Wilkins,Edge try general receive exist go.,Perezshire,17,2022-02-06,4.61,342.45,3524,4.38,825,Flight,12,36-45,Solo,338,195,9,Switzerland,800897.27,Yes,Yes
251,Christopher Mccarthy,Security that put story draw him.,New Heather,2,2024-03-01,1.78,371.52,1104,9.19,2227,Train,11,26-35,Solo,1090,442,6,Puerto Rico,325113.59,Yes,Yes
252,Christopher Schmidt,Wear sign nature color thank degree democratic.,Shawfort,5,2024-08-14,3.57,319.31,2480,2.8,2364,Car,12,18-25,Budget,293,494,5,Cocos (Keeling) Islands,802067.93,Yes,Yes
253,Selena Harris,Up evening all memory relate everything own benefit.,Lake Joelfurt,11,2021-09-11,3.38,363.8,681,1.58,2866,Train,7,26-35,Adventure,708,472,25,Estonia,696751.18,No,Yes
254,Jennifer Williamson,Know test happen alone.,Steventon,12,2022-12-31,3.77,112.76,1958,6.47,1901,Flight,12,60+,Luxury,101,11,19,Burundi,65205.43,Yes,Yes
255,Jennifer Spence PhD,Stage machine leg effect point.,Toddport,11,2024-09-16,4.09,451.14,776,5.82,916,Train,12,26-35,Solo,924,227,6,Ghana,182770.14,Yes,Yes
256,Nathan Dean,Civil before vote food.,Port Josephmouth,10,2021-08-24,3.52,226.72,3984,7.01,1231,Flight,7,46-60,Adventure,120,9,7,Hungary,625449.56,No,Yes
257,Jennifer Harper,Yeah reach big too price.,Ashleytown,3,2020-07-23,3.03,487.13,474,6.5,681,Train,5,36-45,Cultural,865,213,26,Equatorial Guinea,196846.68,No,No
258,Samantha Ramsey,Son owner manager idea morning soon.,East Kevin,8,2022-07-08,3.57,429.89,3643,5.1,516,Train,10,18-25,Family,1112,299,7,Saint Vincent and the Grenadines,521440.46,Yes,Yes
259,Ashley Mckay,Join whom another into create clear reality.,Jeremyborough,18,2021-10-28,3.18,161.42,4273,5.41,1665,Train,4,26-35,Luxury,1138,344,29,Poland,909079.3,Yes,No
260,Jason Ali,Memory strong little expert truth.,Port Amberhaven,3,2020-12-04,1.42,283.17,1008,4.83,1053,Train,13,26-35,Cultural,274,456,14,Guam,860375.13,No,Yes
261,James Castro,Perhaps generation surface stay.,East Elizabethchester,11,2020-10-09,4.16,164.91,2492,1.5,646,Bicycle,7,18-25,Budget,652,253,14,Azerbaijan,756595.87,No,Yes
262,Andrea Conley,Start there material design lead network notice radio.,West Nicholasberg,9,2022-09-11,4.55,169.88,781,8.89,1202,Bus,6,18-25,Family,718,337,28,Uzbekistan,146047.17,Yes,No
263,James Patton,And form various story mission.,Hohaven,6,2020-08-25,2.72,294.09,1695,7.31,1810,Bicycle,3,36-45,Adventure,1630,222,14,Kyrgyz Republic,576590.37,Yes,Yes
264,Richard Sanders,Plan real serious believe he.,New Anna,17,2022-08-07,2.09,442.04,1716,6.32,868,Car,9,36-45,Family,1280,243,19,Peru,665519.78,No,No
